Metabolites,MetaboliteNames,Cancer_Normal_Malignant,Cancer_Tumor_Malignant,Fibroblast_Normal_FGFR2+,Fibroblast_Tumor_FGFR2+,Fibroblast_Normal_ICAM1+,Fibroblast_Tumor_ICAM1+,Fibroblast_Normal_FAP+,Fibroblast_Tumor_FAP+,Fibroblast_Normal_ICAM1-,Fibroblast_Tumor_ICAM1-,Fibroblast_Normal_MFAP5+,Fibroblast_Tumor_MFAP5+,Fibroblast_Normal_CD73+,Fibroblast_Tumor_CD73+,Fibroblast_Normal_DES+,Fibroblast_Tumor_DES+,Macrophage_Normal_THBS1+,Macrophage_Tumor_THBS1+,Macrophage_Normal_VCAN+,Macrophage_Tumor_VCAN+,Macrophage_Normal_MARCO+,Macrophage_Tumor_MARCO+
MAM00585x,"20-COOH-LTB4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00585r,"20-COOH-LTB4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00586x,"20-COOH-LTE4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00587x,"20-COOH-LTE4-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00588c,"20-dihydroxy-LTB4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00588r,"20-dihydroxy-LTB4",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00589c,"20-hydroperoxy-H4-neuroprostane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00590c,"20-hydroxy-5S-HETE",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00592c,"20-hydroxycholesterol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00592r,"20-hydroxycholesterol",0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
MAM00593c,"20-hydroxy-D4-neuroprostane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00594c,"20-hydroxy-E4-neuroprostane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00595c,"20-hydroxy-LTB5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00595r,"20-hydroxy-LTB5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00596x,"20-hydroxy-LTE4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00597c,"20-OH-10,11-dihydro-LTB4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00597r,"20-OH-10,11-dihydro-LTB4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00598c,"20-OH-hepoxilin A3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00598r,"20-OH-hepoxilin A3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00599c,"20-OH-LTB4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00599m,"20-OH-LTB4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00599r,"20-OH-LTB4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00600c,"20-oxo-LTB4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00600m,"20-oxo-LTB4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00600r,"20-oxo-LTB4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00601x,"20-oxo-LTE4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00602c,"20-trihydroxy-LTB4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00602r,"20-trihydroxy-LTB4",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00603c,"21-deoxycortisol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00604c,"21-hydroxyallopregnanolone",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00605c,"21-hydroxypregnenolone",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00606m,"22beta-hydroxycholesterol",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MAM00607c,"23S,25,26-trihydroxyvitamin D3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00607m,"23S,25,26-trihydroxyvitamin D3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00608c,"23s,25-dihydroxyvitamin D3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00608m,"23s,25-dihydroxyvitamin D3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00609c,"24,25-dihydrolanosterol",1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0
MAM00610c,"24-hydroxycholesterol",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00611c,"24-oxo-1alpha,23,25-trihydroxyvitamin D3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00611m,"24-oxo-1alpha,23,25-trihydroxyvitamin D3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00612c,"24-oxo-1alpha,25-dihydroxyvitamin D3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00612m,"24-oxo-1alpha,25-dihydroxyvitamin D3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00613c,"24R,25-dihyoxyvitamin D2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00613m,"24R,25-dihyoxyvitamin D2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00613e,"24R,25-dihyoxyvitamin D2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00614c,"25(R)DHCA-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00614x,"25(R)DHCA-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00614r,"25(R)DHCA-CoA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
MAM00615c,"25(R)TetraHCA-CoA",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MAM00615x,"25(R)TetraHCA-CoA",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MAM00616c,"25(R)THCA-CoA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
MAM00616x,"25(R)THCA-CoA",1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
MAM00616r,"25(R)THCA-CoA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
MAM00617x,"25(S)DHCA-CoA",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
MAM00618x,"25(S)THCA-CoA",1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
MAM00619r,"25-hydroxycholesterol",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00620c,"25-hydroxyvitamin D2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00620m,"25-hydroxyvitamin D2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00620e,"25-hydroxyvitamin D2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00621c,"25-hydroxyvitamin D3-26,23-lactol",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00621m,"25-hydroxyvitamin D3-26,23-lactol",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00622c,"25-hydroxyvitamin D3-26,23-lactone",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00622m,"25-hydroxyvitamin D3-26,23-lactone",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00623c,"26-hydroxycholesterol",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00623m,"26-hydroxycholesterol",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00623r,"26-hydroxycholesterol",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00624c,"27alpha-hydroxy-7-dehydrocholesterol",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00625c,"27-hydroxycholesterol",0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1
MAM00625m,"27-hydroxycholesterol",0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1
MAM00626c,"2-acetyl-1-alkyl-sn-glycero-3-phosphocholine",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00626e,"2-acetyl-1-alkyl-sn-glycero-3-phosphocholine",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00627c,"2-acyl-1-(1-alkenyl)-sn-glycero-3-phosphate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00628c,"2-acyl-1-alkyl-sn-glycero-3-phosphate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00629c,"2-amino-3-carboxymuconate semialdehyde",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00630m,"2-amino-3-oxoadipate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
MAM00631c,"2-aminoadipate 6-semialdehyde",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00631m,"2-aminoadipate 6-semialdehyde",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00632c,"2-aminoethylphosphonate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00633c,"2-aminomuconate semialdehyde",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00634c,"2-aminomuconate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00635c,"2-arachidonoylglycerol",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00636c,"2-bromoacetaldehyde",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00637c,"2-bromophenol",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00638c,"2-carboxy-2,3-dihydro-5,6-dihydroxyindole",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00639c,"2-deoxy-D-ribose-1-phosphate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00640c,"2-deoxy-D-ribose-5-phosphate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00641c,"2-hydroxy-17beta-estradiol-1-S-glutathione",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00641m,"2-hydroxy-17beta-estradiol-1-S-glutathione",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00641x,"2-hydroxy-17beta-estradiol-1-S-glutathione",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00641r,"2-hydroxy-17beta-estradiol-1-S-glutathione",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00642c,"2-hydroxy-17beta-estradiol-4-S-glutathione",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00642m,"2-hydroxy-17beta-estradiol-4-S-glutathione",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00642x,"2-hydroxy-17beta-estradiol-4-S-glutathione",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00642r,"2-hydroxy-17beta-estradiol-4-S-glutathione",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00643c,"2-hydroxy-3-(4-hydroxyphenyl)propenoate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00644c,"2-hydroxy-3-methoxy-17beta-estradiol",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00645c,"2-hydroxy-3-methoxyestrone",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00646c,"2-hydroxy-3-oxopropanoate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00647c,"2-hydroxy-3-phenylpropenoate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00648c,"2-hydroxybutyrate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00648e,"2-hydroxybutyrate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00649c,"2-hydroxyestradiol-17beta",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00649l,"2-hydroxyestradiol-17beta",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00649r,"2-hydroxyestradiol-17beta",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00650c,"2-hydroxyestrone",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00650l,"2-hydroxyestrone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00650r,"2-hydroxyestrone",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00651c,"2-hydroxyestrone-1-S-glutathione",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00651m,"2-hydroxyestrone-1-S-glutathione",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00651x,"2-hydroxyestrone-1-S-glutathione",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00651r,"2-hydroxyestrone-1-S-glutathione",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00652c,"2-hydroxyestrone-4-S-glutathione",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00652m,"2-hydroxyestrone-4-S-glutathione",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00652x,"2-hydroxyestrone-4-S-glutathione",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00652r,"2-hydroxyestrone-4-S-glutathione",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00653c,"2-hydroxyglutarate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00654c,"2-hydroxyphenylacetate",1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0
MAM00655x,"(3R)-2-hydroxyphytanoyl-CoA",1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0
MAM00656c,"2-lysolecithin pool",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00656l,"2-lysolecithin pool",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00656r,"2-lysolecithin pool",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00657m,"2-methoxy-6-(all-trans-decaprenyl)phenol",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00658m,"2-methoxy-6-all trans-decaprenyl-2-methoxy-1,4-benzoquinol",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00659c,"2-methoxyestradiol-17beta",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00660c,"2-methoxyestrone",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00660r,"2-methoxyestrone",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00661c,"2-methyl-3-oxopropanoate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00661m,"2-methyl-3-oxopropanoate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00662m,"2-methylacetoacetyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00663m,"2-methylbutyryl-CoA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
MAM00664m,"2-methylbutyrylglycine",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00665c,"2-methylcitrate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00665e,"2-methylcitrate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00666m,"2-methylglutaconic acid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00667m,"2-methylglutaconyl-CoA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00668c,"2-naphthol",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00669c,"2-oxo-3-methylvalerate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00669m,"2-oxo-3-methylvalerate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00670c,"2-oxoadipate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00670m,"2-oxoadipate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00671c,"2-oxobutyrate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00671m,"2-oxobutyrate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00672c,"2-oxoglutaramate",0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
MAM00672m,"2-oxoglutaramate",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00673c,"2-phenylacetamide",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00674c,"2-phospho-D-glycerate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00675c,"2-phosphoglycolate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00676c,"2-S-glutathionyl acetate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00677c,"2-trans,6-trans-farnesal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00678m,"2-trans-4-cis-decadienoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00678x,"2-trans-4-cis-decadienoyl-CoA",1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0
MAM00679c,"2-trans-7,10,13,16,19-all-cis-docosahexaenoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00680c,"2-trans-9,12,15,18,21-all-cis-tetracosahexaenoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00681c,"2-trans-9,12,15,18-all-cis-tetracosapentaenoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00682m,"2-trans-cis,cis,cis,cis-4,8,11,14-eicosapentaenoyl-CoA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00682x,"2-trans-cis,cis,cis,cis-4,8,11,14-eicosapentaenoyl-CoA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00683c,"3-(acyloxy)acyl group of bacterial toxin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00684c,"3-(methylthio)propionic acid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00685x,"3(R)-hydroxy-(2S,6R,10)-trimethyl-hendecanoyl-CoA",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MAM00686x,"3(R)-hydroxy-(4R,8R,12R)-trimethyl-tridecanoyl-CoA",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MAM00687m,"3(S),10(R)-OH-octadeca-6-trans-4,12-cis-trienoate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00687x,"3(S),10(R)-OH-octadeca-6-trans-4,12-cis-trienoate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00688m,"3(S),10(R)-OH-octadeca-6-trans-4,12-cis-trienoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00688x,"3(S),10(R)-OH-octadeca-6-trans-4,12-cis-trienoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00689m,"3(S),12(R)-dihydroxy-5-oxo-eicosa-(8E,10E,14Z)-trienoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00689x,"3(S),12(R)-dihydroxy-5-oxo-eicosa-(8E,10E,14Z)-trienoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
MAM00690m,"3(S),12(S)-dihydroxy-5-oxo-eicosa-(8E,10E,14Z)-trienoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00690x,"3(S),12(S)-dihydroxy-5-oxo-eicosa-(8E,10E,14Z)-trienoyl-CoA",1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1
MAM00691m,"3(S),5(S),12(R)-trihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00691x,"3(S),5(S),12(R)-trihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00692m,"3(S),6(R)-dihydroxy-tetradec-(8Z)-enoate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00693m,"3(S),6(S)-dihydroxy-tetradec-(8Z)-enoate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00694m,"3(S),8(R)-dihydroxy-(6E,10Z)-hexadecadienoate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00695m,"3(S),8(S)-dihydroxy-(6E,10Z)-hexadecadienoate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00696m,"3(S)-hydroxy-(5Z,8Z)-tetradecadienoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00696x,"3(S)-hydroxy-(5Z,8Z)-tetradecadienoyl-CoA",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00697m,"3(S)-hydroxy-(6Z,9Z,12Z)-octadecatrienoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00697x,"3(S)-hydroxy-(6Z,9Z,12Z)-octadecatrienoyl-CoA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00698c,"3(S)-hydroxy-10,13,16-all-cis-docosatrienoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00699c,"3(S)-hydroxy-11-cis-docosenoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00700c,"3(S)-hydroxy-11-cis-eicosenoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00700m,"3(S)-hydroxy-11-cis-eicosenoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00700x,"3(S)-hydroxy-11-cis-eicosenoyl-CoA",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00701c,"3(S)-hydroxy-13-cis-docosenoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00701m,"3(S)-hydroxy-13-cis-docosenoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00701x,"3(S)-hydroxy-13-cis-docosenoyl-CoA",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00702c,"3(S)-hydroxy-13-cis-eicosenoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00702m,"3(S)-hydroxy-13-cis-eicosenoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
